id,normalized_key,lemma_ru,lemma_en,category,approved_form,declension_notes,italic_required,diacritics_policy,capitalization_notes,variants_found,preferred_source,source_examples,editor_decision,status,notes,conflict_flag,conflict_variants,conflict_sources,review_priority,suggested_action,decision,approved_form_override,category_override,italic_required_override,diacritics_policy_override,merge_into,review_notes
term-04216,вимудхами,вимудхами,,place_name,вимудхами,,yes,no_diacritics_in_prose,,вимудхами [2],vedabase_ru,vedabase_ru:index.html:вимудхами,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04416,вйӯд̣хам,вйӯд̣хам,,place_name,вйӯд̣хам,,yes,needs_review,,вйӯд̣хам [2] | вйӯд̣ха̄м [2],vedabase_ru,vedabase_ru:index.html:вйӯд̣хам | vedabase_ru:index.html:вйӯд̣ха̄м,,needs_review,auto-generated draft,yes,вйӯд̣хам [2] | вйӯд̣ха̄м [2],vedabase_ru [4],high,review,,,,,,,
term-04592,виш́уддхам,виш́уддхам,,place_name,виш́уддхам,,yes,needs_review,,виш́уддхам [3],vedabase_ru,vedabase_ru:index.html:виш́уддхам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04601,"враджабхуми, или вриндаван","Враджабхуми, или Вриндаван",,place_name,"Враджабхуми, или Вриндаван",,no,no_diacritics_in_prose,,"Враджабхуми, или Вриндаван [2]",vedabase_ru,"vedabase_ru:index.html:Враджабхуми, или Вриндаван, — идеальное место для практики сознания Кришны, ибо все жители Вриндавана с рождения любят К",,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04633,вриндаван,Вриндаван,,place_name,Вриндаван,,no,no_diacritics_in_prose,,Вриндаван [1],bvks_ru,"bvks_ru:Шри_Чайтанья_Махапрабху_Абхинава_дас_21_ноября_2025.docx:Вриндаван — (1) высшая трансцендентная обитель Верховного Господа Кришны; (2) деревня в Индии, расположенная в 150 км к ",,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04634,вриндавана-лилы,вриндавана-лилы,,place_name,вриндавана-лилы,,yes,no_diacritics_in_prose,,вриндавана-лилы [1],vedabase_ru,vedabase_ru:index.html:вриндавана-лилы,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04722,га̄д̣хам,га̄д̣хам,,place_name,га̄д̣хам,,yes,needs_review,,га̄д̣хам [4],vedabase_ru,vedabase_ru:index.html:га̄д̣хам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04758,ган̇га̄,ган̇га̄,,place_name,ган̇га̄,,yes,needs_review,,ган̇га̄ [51],vedabase_ru,vedabase_ru:index.html:ган̇га̄,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04759,ган̇га̄да̄са,ган̇га̄да̄са,,place_name,ган̇га̄да̄са,,yes,needs_review,,ган̇га̄да̄са [10],vedabase_ru,vedabase_ru:index.html:ган̇га̄да̄са,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04760,ган̇га̄йа,ган̇га̄йа,,place_name,ган̇га̄йа,,yes,needs_review,,ган̇га̄йа [4],vedabase_ru,vedabase_ru:index.html:ган̇га̄йа,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
